V_I,ID,Mode,RA,DECL,ID_OGLE_II,ID_OGLE_III,ID_OGLE_IV,ID_OTHER,I,V,P_1,dP_1,T0_1,A_1,R21_1,phi21_1,R31_1,phi31_1,P_2,dP_2,T0_2,A_2,R21_2,phi21_2,R31_2,phi31_2,P_3,dP_3,T0_3,A_3,R21_3,phi21_3,R31_3,phi31_3,Remarks
0.742001,OGLE-LMC-CEP-2908,1,5.685503,-70.381972,LMC_SC18_81454,LMC177.3.13951,LMC552.24.53940,CV590,15.482,16.224,2.0233618,4.5e-06,6001.07795,0.246,0.146,4.688,0.016,3.784,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.929999,OGLE-LMC-CEP-2909,F,5.685819,-69.618972,-99.99,LMC176.4.12467,-99.99,-99.99,14.732,15.662,7.3233489,6.87e-05,6000.73333,0.137,0.16,6.024,0.017,5.716,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.796,OGLE-LMC-CEP-2910,F,5.685861,-70.402889,LMC_SC18_81414,LMC177.3.13892,LMC552.24.43846,HV12342,14.768,15.564,5.1085683,1.02e-05,6004.53799,0.531,0.446,4.907,0.189,3.45,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.802999,OGLE-LMC-CEP-2911,F,5.6862580000000005,-68.4295,-99.99,LMC182.5.9,LMC554.06.18660,-99.99,13.487,14.29,11.2389845,0.0001945,6002.8284,0.119,0.045,5.134,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.743001,OGLE-LMC-CEP-2912,1,5.686408,-70.596889,LMC_SC18_69166,LMC177.1.50229,LMC552.15.55998,-99.99,15.374,16.117,2.1399212,4.3e-06,6002.06169,0.245,0.149,4.587,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-LMC-CEP-2913,F,5.686425,-69.540944,-99.99,LMC175.1.22080,LMC553.14.517D,-99.99,15.445,-99.99,3.34595,5.3e-06,6002.74053,0.399,0.425,4.656,0.214,2.928,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-LMC-CEP-2914,1,5.686453,-69.542778,-99.99,LMC176.4.39989,LMC553.14.515D,-99.99,15.442,-99.99,2.0016206,3.9e-06,6000.38952,0.236,0.126,4.527,0.035,1.66,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.801001,OGLE-LMC-CEP-2915,F,5.686589,-70.365222,LMC_SC18_81432,LMC177.3.13954,LMC552.24.53957,CV592,15.162,15.963,3.9993166,9.9e-06,6001.49574,0.556,0.425,4.615,0.198,2.957,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.846001,OGLE-LMC-CEP-2916,1,5.687047,-70.795417,LMC_SC18_60052,LMC178.4.8055,LMC552.15.32109,-99.99,16.342,17.188,1.2509403,3e-06,6000.71321,0.18,0.172,4.215,0.041,1.449,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.842999,OGLE-LMC-CEP-2917,F,5.687139,-69.064417,-99.99,LMC175.4.21681,LMC553.24.15288,HV2787,13.678,14.521,11.4464069,0.0001467,6001.46789,0.587,0.217,4.641,0.134,0.867,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.829,OGLE-LMC-CEP-2918,F,5.687239,-70.934278,-99.99,LMC178.3.38693,LMC515.17.43868,-99.99,15.374,16.203,3.5336352,6.7e-06,6000.6415,0.402,0.425,4.639,0.196,2.991,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.857,OGLE-LMC-CEP-2919,1,5.687347,-68.921417,-99.99,LMC174.1.19284,LMC553.32.116,-99.99,16.983,17.84,0.7855066,6.8e-06,6000.39828,0.08,0.0,-99.99,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.809001,OGLE-LMC-CEP-2920,1,5.687889,-70.307194,LMC_SC18_85282,LMC177.3.64216,LMC552.24.53993,CV594,15.582,16.391,1.9601645,6.1e-06,6001.76795,0.167,0.091,4.693,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.676,OGLE-LMC-CEP-2921,1,5.688072,-72.413472,-99.99,LMC180.1.49,LMC514.09.8581,-99.99,15.149,15.825,2.4360547,2e-05,6000.37542,0.094,0.0,-99.99,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.77,OGLE-LMC-CEP-2922,F,5.688089,-72.198528,-99.99,LMC180.3.6,LMC514.18.11163,HV12839,13.54,14.31,12.7704755,7.83e-05,6008.87727,0.603,0.296,4.766,0.187,2.314,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.910001,OGLE-LMC-CEP-2923,1,5.688153,-70.125194,LMC_SC18_96375,LMC176.1.17982,LMC552.32.39096,CV597,15.485,16.395,2.3881337,1.14e-05,6002.3169,0.178,0.041,5.106,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,secondary period 1.480801 d
0.686998,OGLE-LMC-CEP-2924,F1,5.688169,-70.277361,LMC_SC18_89202,LMC177.4.12099,LMC552.24.64309,CV596,16.238,16.925,1.4714039,1.01e-05,6000.97269,0.379,0.324,4.157,0.101,1.777,1.0732045,1.16e-05,6000.46073,0.231,0.154,4.496,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.823,OGLE-LMC-CEP-2925,F,5.688314,-70.739861,LMC_SC18_116444,LMC178.4.40159,LMC552.15.39376,-99.99,15.704,16.527,2.5114189,2.2e-06,6002.50903,0.619,0.459,4.331,0.243,2.431,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.807001,OGLE-LMC-CEP-2926,F,5.688592,-70.380694,LMC_SC18_133782,LMC177.3.13961,LMC552.24.53942,11,15.268,16.075,3.6843935,5.7e-06,6001.72091,0.412,0.407,4.592,0.189,2.984,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.828,OGLE-LMC-CEP-2927,F,5.689089,-71.182667,-99.99,LMC178.1.32888,LMC515.08.49464,-99.99,15.839,16.667,2.5167462,5.1e-06,6000.92002,0.34,0.406,4.44,0.182,2.646,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.799,OGLE-LMC-CEP-2928,F,5.689394,-70.440278,LMC_SC18_130425,LMC177.2.57878,LMC552.24.43830,HV2775,15.083,15.882,4.0642549,4.5e-06,6000.73799,0.561,0.452,4.632,0.239,3.047,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.738001,OGLE-LMC-CEP-2929,1,5.689714,-70.197778,LMC_SC18_144662,LMC177.4.72709,LMC552.32.32191,CV600,15.23,15.968,2.3845443,9.1e-06,6001.22175,0.198,0.074,4.778,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.847,OGLE-LMC-CEP-2930,F,5.689886,-70.28275,LMC_SC18_140993,LMC177.3.76969,LMC552.24.64255,HV2777,14.973,15.82,4.6334619,5.4e-06,6000.24752,0.571,0.444,4.692,0.209,3.116,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
1.287,OGLE-LMC-CEP-2931,F,5.690083,-70.296639,LMC_SC18_137424,LMC177.3.77057,LMC552.24.64297,-99.99,16.117,17.404,3.4050699,5.7e-06,6000.02779,0.439,0.446,4.651,0.237,3.023,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.813999,OGLE-LMC-CEP-2932,1,5.690222,-68.718222,-99.99,LMC182.7.462,LMC553.31.34175,-99.99,17.207,18.021,0.675796,1.5e-06,6000.63609,0.207,0.162,3.198,0.142,0.997,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.829,OGLE-LMC-CEP-2933,F,5.690678,-70.32625,LMC_SC18_137407,LMC177.3.76993,LMC552.24.54058,HV12637,15.688,16.517,2.7392452,3.2e-06,6001.0244,0.456,0.466,4.491,0.25,2.818,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
1.049,OGLE-LMC-CEP-2934,F,5.690833,-69.171222,-99.99,LMC175.3.44589,LMC553.23.24502,HV2790,14.716,15.765,6.6068819,1.83e-05,6000.29533,0.522,0.407,5.037,0.162,3.226,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.780001,OGLE-LMC-CEP-2935,1,5.690878,-69.888583,-99.99,LMC176.2.53920,LMC553.06.33889,CV605,15.729,16.509,1.7789187,4.6e-06,6000.59012,0.263,0.183,4.596,0.036,3.287,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,secondary period 1.115720 d
0.79,OGLE-LMC-CEP-2936,F,5.690936,-71.940056,-99.99,LMC180.4.10,LMC551.16.3373,HV12838,14.9,15.69,4.7255009,1.03e-05,6004.56857,0.552,0.47,4.816,0.223,3.325,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
1.138,OGLE-LMC-CEP-2937,F,5.690975,-70.795861,LMC_SC18_113689,LMC178.4.8027,LMC552.15.32037,HV2772,13.612,14.75,16.1610598,0.0001672,6001.56003,0.739,0.312,5.095,0.189,3.321,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.849,OGLE-LMC-CEP-2938,F,5.691469,-69.9175,-99.99,LMC176.2.18733,LMC553.06.33820,CV606,15.124,15.973,4.1330379,1.42e-05,6003.07791,0.237,0.281,4.64,0.076,3.133,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.926999,OGLE-LMC-CEP-2939,F,5.692103,-68.794389,-99.99,LMC182.7.84,LMC553.31.29121,HV6004,15.227,16.154,4.3704932,1.01e-05,6003.17783,0.51,0.459,4.777,0.223,3.301,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.832,OGLE-LMC-CEP-2940,1,5.692836,-70.289583,LMC_SC18_141019,LMC177.3.77002,LMC552.24.64251,CV603,15.432,16.264,2.2703713,8e-06,6001.14415,0.228,0.086,4.729,0.02,4.677,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.854001,OGLE-LMC-CEP-2941,F,5.692944,-70.848194,LMC_SC18_110879,LMC178.4.8036,LMC515.17.21937,-99.99,15.179,16.033,3.7176802,8.7e-06,6000.52114,0.412,0.429,4.571,0.219,2.917,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.803999,OGLE-LMC-CEP-2942,F,5.693108,-70.292806,LMC_SC18_141015,LMC177.3.77004,LMC552.24.64247,HV2780,15.503,16.307,2.9245023999999997,2.7e-06,6001.1462,0.618,0.458,4.368,0.257,2.429,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.736,OGLE-LMC-CEP-2943,F,5.693136,-70.964194,-99.99,LMC178.3.7977,LMC515.17.13774,HV12636,15.365,16.101,3.1259494,6.5e-06,6001.87995,0.542,0.446,4.515,0.252,2.792,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.992,OGLE-LMC-CEP-2944,F,5.693397,-69.693639,-99.99,LMC176.3.44974,LMC553.06.60169,HV2789,13.336,14.328,20.3183438,0.0002312,6000.82513,0.469,0.219,4.872,0.159,2.729,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.623001,OGLE-LMC-CEP-2945,12,5.694533,-72.126583,-99.99,LMC180.3.348,LMC514.18.11496,-99.99,16.97,17.593,0.6370773,1.3e-06,6000.30921,0.274,0.224,3.58,0.165,1.263,0.5135884,4.5e-06,6000.50249,0.069,0.195,4.556,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.734,OGLE-LMC-CEP-2946,F,5.696039,-71.213917,-99.99,LMC178.1.32920,LMC515.08.14399,-99.99,15.95,16.684,1.9861394,3.8e-06,6000.47697,0.358,0.405,4.287,0.199,2.429,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.723001,OGLE-LMC-CEP-2947,F,5.696233,-71.316667,-99.99,LMC178.1.6747,LMC515.08.6547,-99.99,15.634,16.357,2.7050431,2.7e-06,6002.15167,0.469,0.466,4.515,0.253,2.827,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.625,OGLE-LMC-CEP-2948,1,5.696556,-70.297528,LMC_SC18_137680,LMC177.3.77257,LMC552.24.26978,-99.99,17.357,17.982,0.5177839,9e-07,6000.49965,0.183,0.21,3.223,0.112,0.873,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.958,OGLE-LMC-CEP-2949,F,5.696817,-68.687806,-99.99,LMC182.7.32,LMC554.05.3,HV2793,13.167,14.125,19.2261771,0.000207,6010.41251,0.589,0.207,4.977,0.126,2.286,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.776999,OGLE-LMC-CEP-2950,F,5.697339,-70.393389,LMC_SC18_133771,LMC177.3.27025,LMC552.24.7387,HV2784,15.339,16.116,3.3339345,4.7e-06,6001.72368,0.567,0.457,4.498,0.263,2.776,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.896,OGLE-LMC-CEP-2951,F,5.697394,-70.41825,LMC_SC18_130469,LMC177.3.27024,LMC552.24.7373,-99.99,15.08,15.976,4.5505903,1.06e-05,6001.89855,0.343,0.377,4.691,0.144,3.118,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.794,OGLE-LMC-CEP-2952,F,5.697614,-69.403444,-99.99,LMC175.1.52893,LMC553.14.39423,-99.99,15.485,16.279,3.2000341,3.3e-06,6002.61587,0.523,0.438,4.509,0.239,2.779,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.761,OGLE-LMC-CEP-2953,F,5.6978670000000005,-69.827028,-99.99,LMC176.3.22891,LMC553.06.42144,HV2792,15.109,15.87,3.6508602,4e-06,6003.37533,0.553,0.419,4.506,0.219,2.795,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.804,OGLE-LMC-CEP-2954,F,5.698206,-70.528139,LMC_SC18_127632,LMC177.2.22530,LMC552.24.14,HV2783,15.627,16.431,2.7808316,5.4e-06,6000.65984,0.628,0.479,4.424,0.27,2.575,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.625,OGLE-LMC-CEP-2955,1,5.698281,-70.162167,LMC_SC18_148335,LMC177.4.72738,LMC552.32.33,-99.99,15.266,15.891,2.0119952,5.1e-06,6001.3622,0.25,0.167,4.612,0.027,3.338,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,secondary period 1.216449 d
0.845001,OGLE-LMC-CEP-2956,F,5.698911,-70.505972,LMC_SC18_127651,LMC177.2.70655,LMC552.24.25,12,15.407,16.252,3.4776349,3.1e-06,6001.4123,0.604,0.446,4.504,0.261,2.799,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.868,OGLE-LMC-CEP-2957,F,5.699197,-71.097778,-99.99,LMC178.2.7715,LMC515.17.59,-99.99,15.739,16.607,2.7392761,3.9e-06,6001.73982,0.363,0.426,4.472,0.198,2.759,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.915,OGLE-LMC-CEP-2958,F,5.699325,-70.848722,LMC_SC18_110903,LMC178.4.8106,LMC515.17.21991,-99.99,15.633,16.548,3.0856015,5.3e-06,6000.71219,0.407,0.431,4.585,0.215,2.921,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
-99.99,OGLE-LMC-CEP-2959,1,5.699486,-70.2215,LMC_SC18_144653,LMC177.4.24029,LMC552.32.422D,-99.99,14.581,-99.99,4.158213,1.02e-05,6000.4369,0.244,0.118,4.35,0.042,0.804,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.566,OGLE-LMC-CEP-2960,12,5.699631,-69.363111,-99.99,LMC183.7.535,LMC553.14.46860,-99.99,17.569,18.135,0.4163658,6e-07,6000.25162,0.191,0.063,3.481,0.0,-99.99,0.3349471,1.7e-06,6000.30352,0.041,0.0,-99.99,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.621,OGLE-LMC-CEP-2961,1,5.700756,-70.213861,LMC_SC18_195636,LMC177.4.24084,LMC552.32.449D,-99.99,15.393,16.014,2.0070029,1.76e-05,6001.47563,0.286,0.186,4.559,0.035,3.068,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.757,OGLE-LMC-CEP-2962,1,5.700839,-70.355167,LMC_SC18_185830,LMC177.3.77032,LMC552.24.16821,-99.99,15.598,16.355,1.9691935,6.4e-06,6001.93365,0.159,0.093,4.901,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.787999,OGLE-LMC-CEP-2963,1,5.701172,-70.102694,LMC_SC18_202358,LMC176.1.26879,LMC552.32.7195,-99.99,15.578,16.366,1.9254523,3.3e-06,6001.18281,0.276,0.196,4.58,0.033,3.047,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.648,OGLE-LMC-CEP-2964,F,5.701383,-68.3735,-99.99,LMC182.5.97,LMC554.13.39,-99.99,15.237,15.885,2.9788188,2.8e-06,6000.71429,0.581,0.44,4.401,0.246,2.537,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.993,OGLE-LMC-CEP-2965,1,5.701586,-68.88175,-99.99,LMC182.8.38,LMC553.31.23491,-99.99,14.653,15.646,4.7374626,3.77e-05,6001.84955,0.195,0.147,4.539,0.047,2.254,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.785001,OGLE-LMC-CEP-2966,F,5.701722,-68.592444,-99.99,LMC182.6.138,LMC554.05.95,HV2796,15.575,16.36,2.8937798,2.3e-06,6001.19493,0.566,0.474,4.5,0.277,2.763,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.879,OGLE-LMC-CEP-2967,1,5.701764,-70.790056,LMC_SC18_166199,LMC178.4.47815,LMC552.15.74,-99.99,15.73,16.609,1.9130345,5.8e-06,6001.59187,0.158,0.111,4.754,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.946,OGLE-LMC-CEP-2968,F,5.702197,-69.005361,-99.99,LMC183.5.12,LMC553.23.35051,-99.99,14.393,15.339,7.8756988,0.0001179,6000.92697,0.391,0.313,5.563,0.138,4.268,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.906,OGLE-LMC-CEP-2969,F,5.702544,-69.207944,-99.99,LMC183.6.128,LMC553.23.4262,-99.99,15.34,16.246,4.0807326,5.5e-06,6004.07837,0.645,0.445,4.459,0.224,2.656,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.706001,OGLE-LMC-CEP-2970,1,5.702547,-71.370222,-99.99,LMC179.4.27393,LMC515.08.98,-99.99,16.227,16.933,1.220566,2.8e-06,6000.39975,0.184,0.185,4.335,0.034,2.093,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.764,OGLE-LMC-CEP-2971,F,5.702975,-68.021,-99.99,LMC181.6.14941,LMC554.22.50,HV6016,14.72,15.484,4.8337385,6.5e-06,6000.06946,0.503,0.427,4.674,0.212,3.157,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.776,OGLE-LMC-CEP-2972,F,5.703314,-68.838861,-99.99,LMC182.8.125,LMC553.31.4250,HV2795,15.169,15.945,3.913046,3.8e-06,6002.72814,0.643,0.468,4.571,0.262,2.925,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.768,OGLE-LMC-CEP-2973,12,5.703361,-71.202278,-99.99,LMC178.1.39563,LMC515.08.21989,-99.99,17.181,17.949,0.6055581,9e-07,6000.0735,0.326,0.231,3.602,0.115,1.166,0.4869945,7.1e-06,6000.15957,0.029,0.0,-99.99,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.824999,OGLE-LMC-CEP-2974,12,5.703781,-70.153778,LMC_SC18_199230,LMC177.4.85602,LMC552.32.191,-99.99,17.107,17.932,0.7343865,1.9e-06,6000.19696,0.185,0.211,3.338,0.115,1.456,0.5924969,5.1e-06,6000.17841,0.049,0.0,-99.99,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.638,OGLE-LMC-CEP-2975,1,5.704211,-68.34875,-99.99,LMC181.8.13446,LMC554.13.17,-99.99,14.203,14.841,4.2065481,1.77e-05,6003.44642,0.133,0.127,4.018,0.028,1.164,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.978999,OGLE-LMC-CEP-2976,F,5.704308,-71.1815,-99.99,LMC178.1.39515,LMC515.08.21944,-99.99,15.769,16.748,2.925109,1.75e-05,6001.13167,0.234,0.318,4.438,0.086,2.6,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.711,OGLE-LMC-CEP-2977,1,5.704414,-70.094639,LMC_SC18_202523,LMC176.1.27271,LMC552.32.7582,-99.99,17.5,18.211,0.4956698,1.5e-06,6000.29524,0.096,0.0,-99.99,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
0.671,OGLE-LMC-CEP-2978,12,5.7045390000000005,-69.877389,-99.99,LMC176.2.63848,LMC553.06.94,-99.99,16.127,16.798,1.2361206,3e-06,6000.88138,0.173,0.16,4.079,0.036,1.807,0.9890026,6.2e-06,6000.69431,0.053,0.0,-99.99,0.0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,
